GET /index.php/2018/05/30/phan-cong-thuc-tap-doanh-nghiep-ky-he-20173-va-thong-bao-dang-ky-bo-sung/ ,0
GET / ,0
GET / ,0
GET /index.php/2017/06/15/fis-150717/ ,0
GET /index.php/2018/03/06/chi-tieu-tuyen-sinh-nhom-cac-nganh-cntt-nam-2018/ ,0
GET / ,0
GET / ,0
GET / ,0
GET / ,0
GET / ,0
GET /index.php/our_team/ts-nguyen-thi-thu-huong/ ,0
GET / ,0
GET /index.php/2017/03/13/danh-sach-can-bo-duong-nhiem-cnpm/ ,0
POST /wp-cron.php?doing_wp_cron=1527991978.0023500919342041015625 --START-BODY--: ,0
GET / ,0
GET /index.php/2017/03/13/danh-sach-can-bo-duong-nhiem-khmt/ ,0
GET / ,0
GET / ,0
GET /index.php/2017/03/13/danh-sach-can-bo-duong-nhiem-khmt/ ,0
GET /index.php/our_team/ts-do-phan-thuan/ ,0
GET /index.php/2017/03/13/danh-sach-can-bo-duong-nhiem-khmt/ ,0
GET / ,0
GET / ,0
GET /index.php/2017/03/13/danh-sach-can-bo-duong-nhiem-ktmt/ ,0
GET /index.php/our_team/ths-nguyen-duy-hiep/ ,0
GET /index.php/2018/05/30/phan-cong-thuc-tap-doanh-nghiep-ky-he-20173-va-thong-bao-dang-ky-bo-sung/ ,0
GET /index.php/2017/03/12/thong-tin-tuyen-sinh-cac-chuong-trinh-dao-tao-cntt-nam-hoc-2017-2018/ ,0
GET / ,0
GET /index.php/2017/03/13/danh-sach-can-bo-duong-nhiem-ttm/ ,0
GET / ,0
GET /index.php/2017/03/13/danh-sach-can-bo-duong-nhiem-ttmt/ ,0
GET /index.php/2017/03/13/danh-sach-can-bo-duong-nhiem-ktmt/ ,0
GET / ,0
GET /index.php/our_team/ths-nguyen-duc-tien/ ,0
GET / ,0
GET /index.php/2018/05/30/phan-cong-thuc-tap-doanh-nghiep-ky-he-20173-va-thong-bao-dang-ky-bo-sung/ ,0
GET /~dtn/nhansu/ ,0
