GET/tienda1/publico/anadir.jsp?id=<NV>&nombre=<SV>%<SV>+<SV>%<SV>&precio=<NV>&cantidad=<SV>%<SV>+<SV>+<SV>+<SV>%<SV>+<SV>+<SV>+<SV>+<SV>+<SV>+<SV>+<SV>+<SV>%<NV>&b1=<SV>%<SV>+<SV>+<SV>,1
POST/tienda1/publico/anadir.jsp?<BD>id=<NV>&nombre=<SV>%<SV>+<SV>%<SV>&precio=<NV>&cantidad=<SV>%<SV>+<SV>+<SV>+<SV>%<SV>+<SV>+<SV>+<SV>+<SV>+<SV>+<SV>+<SV>+<SV>%<NV>&B1=<SV>%<SV>+<SV>+<SV>,1
GET/tienda1/publico/anadir.jsp?id=<NV>%<SV>&nombre=<SV>%<SV>+<SV>%<SV>&precio=<NV>&cantidad=<NV>&b1=<SV>%<SV>+<SV>+<SV>,1
POST/tienda1/publico/anadir.jsp?<BD>id=<NV>%<SV>&nombre=<SV>%<SV>+<SV>%<SV>&precio=<NV>&cantidad=<NV>&B1=<SV>%<SV>+<SV>+<SV>,1
GET/asf-logo-wide.gif~,1
GET/tienda1/publico/autenticar.jsp?modo=<SV>&login=<SV>%<NV>%<SV>%<SV>%<SV>%<NV>%<SV>%<SV>%<SV>.<SV>.<SV>&pwd=<SV>&remember=<SV>&b1=<SV>,1
POST/tienda1/publico/autenticar.jsp?<BD>modo=<SV>&login=<SV>%<NV>%<SV>%<SV>%<SV>%<NV>%<SV>%<SV>%<SV>.<SV>.<SV>&pwd=<SV>&remember=<SV>&B1=<SV>,1
GET/tienda1/publico/autenticar.jsp?modo=<SV>&login=<SV>&pwd=<SV>%<SV>%<SV>%<SV>&remember=<SV>&b1=<SV>,1
POST/tienda1/publico/autenticar.jsp?<BD>modo=<SV>&login=<SV>&pwd=<SV>%<SV>%<SV>%<SV>&remember=<SV>&B1=<SV>,1
GET/tienda1/publico/autenticar.jsp?modo=<SV>&login=<SV>&pwd=<SV>&remembera=<SV>&b1=<SV>,1
POST/tienda1/publico/autenticar.jsp?<BD>modo=<SV>&login=<SV>&pwd=<SV>&rememberA=<SV>&B1=<SV>,1
GET/tienda1/publico/caracteristicas.jsp?ida=<NV>,1
POST/tienda1/publico/caracteristicas.jsp?<BD>idA=<NV>,1
GET/tienda1/publico/entrar.jsp?errormsg=<SV>,1
POST/tienda1/publico/entrar.jsp?<BD>errorMsg=<SV>,1
GET/tienda1/publico/entrar.jsp?errormsga=<SV>+<SV>,1
POST/tienda1/publico/entrar.jsp?<BD>errorMsgA=<SV>+<SV>,1
GET/iissamples/sdk/asp/applications/application_vbscript.asp,1
